idSolicitud;fecha;fechaCompra
16597;17/2/2020;22/9/2020
16598;25/5/2020;8/7/2020
16599;25/2/2020;12/8/2020
16600;3/1/2020;1/1/2020
16601;21/8/2020;9/4/2020
16602;23/4/2020;8/5/2020
16603;20/9/2020;22/4/2020
16604;7/5/2020;4/1/2020
16605;5/12/2020;6/6/2020
16606;19/7/2020;29/10/2020
16607;31/12/2020;18/5/2020
16608;23/2/2020;15/4/2020
16609;3/12/2020;19/11/2020
16610;7/2/2020;27/3/2020
16611;25/1/2020;18/11/2020
16612;9/10/2020;18/2/2020
16613;8/11/2020;21/10/2020
16614;17/9/2020;4/8/2020
16615;6/7/2020;21/7/2020
16616;10/11/2020;18/10/2020
16617;17/9/2020;10/10/2020
16618;10/4/2020;11/12/2020
16619;29/6/2020;13/10/2020
16620;19/3/2020;9/10/2020
16621;12/10/2020;2/6/2020
16622;12/10/2020;7/4/2020
16623;20/12/2020;9/8/2020
16624;24/3/2020;31/3/2020
16625;2/4/2020;23/3/2020
16626;20/9/2020;30/6/2020
16627;24/11/2020;5/6/2020
16628;28/3/2020;29/9/2020
16629;29/12/2020;29/4/2020
16630;5/5/2020;28/3/2020
16631;23/3/2020;21/6/2020
16632;18/10/2020;15/11/2020
16633;4/3/2020;23/5/2020
16634;11/8/2020;31/8/2020
16635;26/6/2020;25/2/2020
16636;13/12/2020;3/9/2020
16637;5/8/2020;1/6/2020
16638;13/5/2020;14/1/2020
16639;8/9/2020;20/2/2020
16640;15/7/2020;24/2/2020
16641;10/5/2020;24/8/2020
16642;9/12/2020;7/10/2020
16643;29/4/2020;2/12/2020
16644;21/1/2020;30/1/2020
16645;3/6/2020;3/5/2020
16646;19/11/2020;16/11/2020
16647;25/9/2020;3/12/2020
16648;23/11/2020;11/4/2020
16649;8/5/2020;25/1/2020
16650;27/9/2020;20/11/2020
16651;31/12/2020;11/8/2020
16652;14/11/2020;26/11/2020
16653;4/10/2020;11/10/2020
16654;7/8/2020;5/6/2020
16655;24/7/2020;23/6/2020
16656;30/9/2020;22/8/2020
16657;16/9/2020;14/8/2020
16658;30/12/2020;14/2/2020
16659;12/6/2020;23/8/2020
16660;21/1/2020;1/3/2020
16661;31/7/2020;3/2/2020
16662;1/6/2020;30/10/2020
16663;6/12/2020;19/8/2020
16664;20/10/2020;3/6/2020
16665;3/2/2020;23/3/2020
16666;17/5/2020;30/12/2020
16667;21/11/2020;18/12/2020
16668;12/12/2020;15/8/2020
16669;25/8/2020;29/6/2020
16670;2/11/2020;5/9/2020
16671;15/11/2020;6/8/2020
16672;2/8/2020;3/10/2020
16673;19/8/2020;14/12/2020
16674;5/12/2020;22/8/2020
16675;21/3/2020;14/10/2020
16676;2/4/2020;16/6/2020
16677;30/8/2020;28/11/2020
16678;31/12/2020;12/4/2020
16679;8/1/2020;21/10/2020
16680;14/4/2020;3/8/2020
16681;21/10/2020;24/11/2020
16682;20/8/2020;16/9/2020
16683;24/8/2020;27/7/2020
16684;2/8/2020;12/7/2020
16685;27/11/2020;1/11/2020
16686;3/8/2020;13/11/2020
16687;7/2/2020;12/9/2020
16688;28/1/2020;15/9/2020
16689;2/3/2020;20/8/2020
16690;7/6/2020;6/3/2020
16691;6/1/2020;30/11/2020
16692;22/2/2020;21/8/2020
16693;23/11/2020;29/4/2020
16694;29/8/2020;5/4/2020
16695;13/5/2020;25/4/2020
16696;20/12/2020;7/12/2020
16697;12/8/2020;31/12/2020
16698;21/4/2020;7/8/2020
16699;5/6/2020;11/10/2020
16700;19/8/2020;22/4/2020
16701;4/2/2020;18/7/2020
16702;10/11/2020;4/4/2020
16703;8/5/2020;29/5/2020
16704;9/12/2020;21/2/2020
16705;26/2/2020;5/3/2020
16706;4/7/2020;18/2/2020
16707;25/9/2020;31/5/2020
16708;4/12/2020;10/3/2020
16709;21/9/2020;31/12/2020
16710;10/10/2020;3/10/2020
16711;11/11/2020;13/8/2020
16712;12/9/2020;20/7/2020
16713;5/4/2020;23/11/2020
16714;10/2/2020;6/4/2020
16715;26/2/2020;11/8/2020
16716;11/7/2020;1/1/2020
16717;9/10/2020;25/5/2020
16718;26/9/2020;13/7/2020
16719;5/6/2020;13/8/2020
16720;1/9/2020;31/3/2020
16721;24/4/2020;4/4/2020
16722;23/12/2020;9/7/2020
16723;14/5/2020;25/8/2020
16724;29/7/2020;11/9/2020
16725;22/12/2020;1/7/2020
16726;27/6/2020;3/7/2020
16727;18/1/2020;30/6/2020
16728;28/3/2020;19/8/2020
16729;10/8/2020;8/10/2020
16730;11/3/2020;10/9/2020
16731;7/2/2020;27/5/2020
16732;10/9/2020;27/11/2020
16733;5/11/2020;23/2/2020
16734;17/3/2020;22/10/2020
16735;5/12/2020;20/7/2020
16736;25/8/2020;18/3/2020
16737;10/4/2020;27/9/2020
16738;6/9/2020;20/11/2020
16739;9/9/2020;29/10/2020
16740;7/6/2020;29/12/2020
16741;7/9/2020;15/8/2020
16742;20/5/2020;28/12/2020
16743;30/12/2020;2/12/2020
16744;26/8/2020;8/4/2020
16745;11/11/2020;12/10/2020
16746;7/1/2020;17/6/2020
16747;14/9/2020;2/11/2020
16748;5/4/2020;2/8/2020
16749;30/8/2020;13/2/2020
16750;31/10/2020;28/10/2020
16751;10/1/2020;11/7/2020
16752;15/11/2020;30/12/2020
16753;22/5/2020;28/8/2020
16754;20/9/2020;1/7/2020
16755;13/2/2020;15/11/2020
16756;17/2/2020;11/1/2020
16757;16/1/2020;1/10/2020
16758;12/1/2020;21/2/2020
16759;18/3/2020;13/5/2020
16760;14/4/2020;4/2/2020
16761;7/4/2020;10/1/2020
16762;1/12/2020;13/1/2020
16763;10/7/2020;25/9/2020
16764;6/6/2020;17/7/2020
16765;25/1/2020;18/10/2020
16766;28/9/2020;4/12/2020
16767;19/5/2020;30/8/2020
16768;16/9/2020;15/5/2020
16769;27/4/2020;23/2/2020
16770;16/2/2020;3/9/2020
16771;24/10/2020;3/1/2020
16772;12/8/2020;15/10/2020
16773;29/4/2020;9/3/2020
16774;13/8/2020;22/12/2020
16775;31/5/2020;17/1/2020
16776;16/8/2020;13/9/2020
16777;17/8/2020;21/5/2020
16778;3/4/2020;30/1/2020
16779;20/10/2020;7/11/2020
16780;3/3/2020;17/7/2020
16781;24/2/2020;25/2/2020
16782;14/1/2020;24/9/2020
16783;7/1/2020;10/9/2020
16784;26/12/2020;5/1/2020
16785;31/7/2020;7/2/2020
16786;22/6/2020;13/4/2020
16787;3/2/2020;27/8/2020
16788;2/1/2020;29/6/2020
16789;19/1/2020;28/9/2020
16790;9/7/2020;30/4/2020
16791;25/12/2020;11/2/2020
16792;24/5/2020;4/10/2020
16793;21/11/2020;5/2/2020
16794;28/2/2020;9/5/2020
16795;5/6/2020;9/2/2020
16796;17/1/2020;4/7/2020
16797;17/3/2020;14/11/2020
16798;28/11/2020;26/7/2020
16799;4/4/2020;21/6/2020
16800;27/3/2020;18/12/2020
16801;22/2/2020;13/11/2020
16802;10/4/2020;7/8/2020
16803;2/6/2020;21/8/2020
16804;10/3/2020;2/9/2020
16805;13/1/2020;1/6/2020
16806;11/3/2020;24/11/2020
16807;19/8/2020;20/5/2020
16808;24/4/2020;1/1/2020
16809;8/1/2020;11/4/2020
16810;22/10/2020;2/9/2020
16811;15/5/2020;12/4/2020
16812;15/5/2020;3/8/2020
16813;7/1/2020;12/5/2020
16814;16/3/2020;17/4/2020
16815;4/12/2020;4/1/2020
16816;18/12/2020;6/7/2020
16817;11/6/2020;25/10/2020
16818;25/4/2020;10/6/2020
16819;19/3/2020;7/9/2020
16820;9/2/2020;14/7/2020
16821;12/3/2020;5/2/2020
16822;22/6/2020;11/7/2020
16823;12/2/2020;5/7/2020
16824;30/12/2020;9/5/2020
16825;1/8/2020;25/1/2020
16826;2/3/2020;24/3/2020
16827;17/2/2020;25/2/2020
16828;12/12/2020;22/11/2020
16829;18/5/2020;14/7/2020
16830;2/5/2020;12/2/2020
16831;23/3/2020;16/7/2020
16832;16/8/2020;20/10/2020
16833;20/6/2020;9/10/2020
16834;2/1/2020;11/9/2020
16835;6/9/2020;23/5/2020
16836;14/8/2020;11/8/2020
16837;25/3/2020;15/9/2020
16838;15/6/2020;27/7/2020
16839;21/7/2020;3/6/2020
16840;21/12/2020;19/4/2020
16841;23/11/2020;30/10/2020
16842;25/2/2020;23/8/2020
16843;22/10/2020;1/5/2020
16844;6/4/2020;20/5/2020
16845;10/7/2020;3/7/2020
16846;1/5/2020;26/12/2020
16847;7/9/2020;8/5/2020
16848;1/5/2020;8/2/2020
16849;3/10/2020;18/1/2020
16850;20/4/2020;22/5/2020
16851;6/6/2020;7/10/2020
16852;10/1/2020;6/8/2020
16853;6/12/2020;20/5/2020
16854;17/6/2020;11/1/2020
16855;30/1/2020;14/9/2020
16856;2/1/2020;31/7/2020
16857;28/9/2020;10/3/2020
16858;13/10/2020;4/3/2020
16859;14/7/2020;6/12/2020
16860;20/6/2020;2/2/2020
16861;18/9/2020;25/12/2020
16862;18/3/2020;13/8/2020
16863;4/3/2020;6/8/2020
16864;18/6/2020;18/8/2020
16865;30/11/2020;19/3/2020
16866;10/9/2020;20/1/2020
16867;8/8/2020;31/10/2020
16868;30/5/2020;3/3/2020
16869;9/2/2020;25/7/2020
16870;17/8/2020;5/12/2020
16871;25/5/2020;17/7/2020
16872;3/2/2020;5/1/2020
16873;17/4/2020;5/11/2020
16874;26/5/2020;13/1/2020
16875;27/11/2020;26/6/2020
16876;21/10/2020;28/9/2020
16877;16/4/2020;29/11/2020
16878;15/11/2020;26/2/2020
16879;4/9/2020;10/9/2020
16880;27/2/2020;17/6/2020
16881;4/11/2020;5/10/2020
16882;31/12/2020;28/3/2020
16883;1/4/2020;4/1/2020
16884;22/6/2020;8/2/2020
16885;26/1/2020;19/7/2020
16886;22/4/2020;4/2/2020
16887;6/5/2020;25/11/2020
16888;23/6/2020;29/10/2020
16889;5/12/2020;16/8/2020
16890;15/11/2020;2/5/2020
16891;24/5/2020;3/10/2020
16892;3/3/2020;12/9/2020
16893;5/5/2020;26/4/2020
16894;2/6/2020;2/10/2020
16895;29/10/2020;14/6/2020
16896;17/6/2020;2/2/2020
16897;22/6/2020;18/4/2020
16898;9/9/2020;30/11/2020
16899;8/9/2020;13/8/2020
16900;16/8/2020;31/5/2020
16901;27/1/2020;4/2/2020
16902;24/6/2020;25/11/2020
16903;22/10/2020;12/9/2020
16904;6/6/2020;20/8/2020
16905;30/11/2020;31/12/2020
16906;20/12/2020;27/7/2020
16907;27/11/2020;12/3/2020
16908;9/2/2020;23/5/2020
16909;18/4/2020;24/4/2020
16910;6/3/2020;21/1/2020
16911;14/5/2020;28/1/2020
16912;6/5/2020;4/9/2020
16913;4/5/2020;15/7/2020
16914;27/3/2020;13/12/2020
16915;20/9/2020;17/8/2020
16916;26/5/2020;22/11/2020
16917;26/10/2020;12/8/2020
16918;13/6/2020;5/5/2020
16919;25/1/2020;27/6/2020
16920;2/3/2020;2/1/2020
16921;5/8/2020;26/5/2020
16922;21/8/2020;30/6/2020
16923;22/7/2020;25/8/2020
16924;19/8/2020;12/12/2020
16925;5/4/2020;8/4/2020
16926;7/3/2020;16/7/2020
16927;25/6/2020;29/6/2020
16928;7/3/2020;18/6/2020
16929;18/1/2020;9/2/2020
16930;2/12/2020;23/2/2020
16931;2/11/2020;1/10/2020
16932;4/8/2020;26/7/2020
16933;14/3/2020;14/8/2020
16934;27/12/2020;7/10/2020
16935;11/7/2020;13/12/2020
16936;17/11/2020;22/10/2020
16937;12/5/2020;3/12/2020
16938;31/7/2020;7/11/2020
16939;8/9/2020;28/3/2020
16940;21/11/2020;23/2/2020
16941;28/4/2020;15/6/2020
16942;24/10/2020;7/11/2020
16943;4/10/2020;5/5/2020
16944;29/1/2020;28/4/2020
16945;8/2/2020;28/4/2020
16946;1/1/2020;28/7/2020
16947;1/6/2020;22/7/2020
16948;24/7/2020;29/6/2020
16949;14/12/2020;12/8/2020
16950;16/10/2020;2/4/2020
16951;29/7/2020;18/2/2020
16952;23/3/2020;4/12/2020
16953;6/6/2020;22/2/2020
16954;24/4/2020;5/4/2020
16955;20/3/2020;23/12/2020
16956;6/8/2020;7/4/2020
16957;7/4/2020;22/1/2020
16958;9/9/2020;11/12/2020
16959;26/1/2020;17/3/2020
16960;7/3/2020;12/7/2020
16961;26/9/2020;23/5/2020
16962;21/1/2020;10/12/2020
16963;26/1/2020;1/12/2020
16964;23/10/2020;8/9/2020
16965;6/1/2020;30/10/2020
16966;5/5/2020;17/3/2020
16967;22/5/2020;14/1/2020
16968;12/3/2020;4/6/2020
16969;11/9/2020;3/7/2020
16970;21/3/2020;3/10/2020
16971;27/9/2020;28/5/2020
16972;24/11/2020;17/10/2020
16973;16/12/2020;16/10/2020
16974;24/10/2020;14/3/2020
16975;22/3/2020;3/2/2020
16976;8/10/2020;9/3/2020
16977;24/8/2020;17/4/2020
16978;9/9/2020;25/3/2020
16979;18/8/2020;22/12/2020
16980;20/2/2020;15/4/2020
16981;31/12/2020;8/5/2020
16982;4/7/2020;27/8/2020
16983;9/3/2020;17/11/2020
16984;16/7/2020;23/12/2020
16985;11/3/2020;20/9/2020
16986;24/2/2020;16/11/2020
16987;1/12/2020;29/6/2020
16988;31/5/2020;12/2/2020
16989;19/7/2020;1/9/2020
16990;22/8/2020;10/6/2020
16991;3/11/2020;27/4/2020
16992;28/10/2020;30/6/2020
16993;2/2/2020;8/8/2020
16994;8/3/2020;25/8/2020
16995;22/9/2020;7/11/2020
16996;26/3/2020;25/11/2020
16997;29/12/2020;3/7/2020
16998;13/8/2020;5/1/2020
16999;15/5/2020;20/1/2020
17000;21/5/2020;4/8/2020
17001;20/2/2020;2/10/2020
17002;25/3/2020;30/3/2020
17003;9/6/2020;12/10/2020
17004;27/10/2020;21/6/2020
17005;14/7/2020;29/1/2020
17006;14/4/2020;11/4/2020
17007;13/12/2020;21/1/2020
17008;19/6/2020;31/3/2020
17009;24/5/2020;21/1/2020
17010;11/4/2020;10/12/2020
17011;8/11/2020;15/6/2020
17012;26/4/2020;31/12/2020
17013;10/11/2020;5/7/2020
17014;25/5/2020;4/3/2020
17015;9/12/2020;27/6/2020
17016;17/8/2020;11/2/2020
17017;8/4/2020;27/1/2020
17018;18/11/2020;12/2/2020
17019;12/8/2020;3/7/2020
17020;14/1/2020;27/3/2020
17021;11/12/2020;20/7/2020
17022;4/6/2020;15/5/2020
17023;3/5/2020;8/9/2020
17024;23/9/2020;29/6/2020
17025;27/1/2020;29/4/2020
17026;10/7/2020;30/3/2020
17027;30/4/2020;19/4/2020
17028;17/8/2020;4/7/2020
17029;20/2/2020;15/12/2020
17030;13/11/2020;18/4/2020
17031;21/5/2020;4/2/2020
17032;15/6/2020;29/6/2020
17033;28/3/2020;12/9/2020
17034;2/3/2020;1/8/2020
17035;7/8/2020;1/10/2020
17036;31/3/2020;21/11/2020
17037;10/3/2020;26/10/2020
17038;5/2/2020;6/6/2020
17039;20/4/2020;28/3/2020
17040;11/3/2020;28/4/2020
17041;13/12/2020;29/9/2020
17042;27/6/2020;18/3/2020
17043;26/10/2020;9/6/2020
17044;16/6/2020;1/1/2020
17045;20/2/2020;20/8/2020
17046;24/8/2020;21/4/2020
17047;20/6/2020;12/5/2020
17048;14/12/2020;7/1/2020
17049;27/5/2020;29/9/2020
17050;13/3/2020;9/1/2020
17051;24/12/2020;3/9/2020
17052;29/5/2020;3/6/2020
17053;18/1/2020;23/12/2020
17054;11/3/2020;26/3/2020
17055;10/11/2020;23/9/2020
17056;10/7/2020;26/10/2020
17057;8/12/2020;30/11/2020
17058;11/9/2020;7/5/2020
17059;2/2/2020;16/5/2020
17060;19/7/2020;11/4/2020
17061;27/1/2020;2/5/2020
17062;15/3/2020;20/12/2020
17063;8/12/2020;12/10/2020
17064;31/3/2020;20/10/2020
17065;13/9/2020;17/2/2020
17066;8/4/2020;24/10/2020
17067;21/2/2020;1/3/2020
17068;29/10/2020;5/7/2020
17069;2/12/2020;5/5/2020
17070;12/3/2020;18/4/2020
17071;17/11/2020;14/7/2020
17072;24/6/2020;17/1/2020
17073;27/10/2020;31/3/2020
17074;18/9/2020;8/3/2020
17075;31/8/2020;13/1/2020
17076;20/2/2020;19/7/2020
17077;16/10/2020;26/10/2020
17078;25/7/2020;12/4/2020
17079;31/7/2020;10/9/2020
17080;5/1/2020;9/8/2020
17081;10/5/2020;10/2/2020
17082;5/9/2020;7/11/2020
17083;27/3/2020;12/3/2020
17084;28/12/2020;2/7/2020
17085;8/7/2020;13/3/2020
17086;16/8/2020;9/5/2020
17087;11/3/2020;29/2/2020
17088;4/7/2020;18/3/2020
17089;21/9/2020;30/6/2020
17090;2/10/2020;28/2/2020
17091;2/7/2020;8/8/2020
17092;26/7/2020;21/3/2020
17093;13/8/2020;11/1/2020
17094;24/1/2020;23/7/2020
17095;12/8/2020;29/4/2020
17096;7/4/2020;3/12/2020
17097;17/6/2020;11/10/2020
17098;29/6/2020;8/10/2020
17099;3/3/2020;7/3/2020
17100;11/11/2020;15/5/2020
17101;1/12/2020;14/12/2020
17102;1/6/2020;19/3/2020
17103;27/2/2020;7/10/2020
17104;2/1/2020;8/1/2020
17105;24/1/2020;11/9/2020
17106;17/6/2020;10/1/2020
17107;23/5/2020;25/11/2020
17108;11/10/2020;28/12/2020
17109;14/8/2020;2/6/2020
17110;14/5/2020;27/6/2020
17111;11/12/2020;31/8/2020
17112;30/10/2020;5/2/2020
17113;30/8/2020;17/8/2020
17114;21/1/2020;27/1/2020
17115;24/1/2020;7/1/2020
17116;1/12/2020;1/2/2020
17117;25/8/2020;14/4/2020
17118;26/1/2020;28/11/2020
17119;13/8/2020;1/8/2020
17120;20/7/2020;4/2/2020
17121;27/8/2020;17/4/2020
17122;10/12/2020;21/12/2020
17123;14/5/2020;2/9/2020
17124;23/5/2020;7/5/2020
17125;17/9/2020;1/6/2020
17126;23/3/2020;29/2/2020
17127;19/5/2020;26/1/2020
17128;4/2/2020;23/10/2020
17129;2/12/2020;6/5/2020
17130;22/5/2020;3/3/2020
17131;29/8/2020;12/6/2020
17132;31/5/2020;22/4/2020
17133;12/10/2020;4/8/2020
17134;7/11/2020;27/9/2020
17135;3/9/2020;19/1/2020
17136;29/12/2020;20/9/2020
17137;28/6/2020;9/9/2020
17138;29/10/2020;11/5/2020
17139;2/6/2020;24/7/2020
17140;1/2/2020;16/10/2020
17141;9/7/2020;8/11/2020
17142;24/12/2020;13/12/2020
17143;3/12/2020;10/8/2020
17144;13/3/2020;25/6/2020
17145;3/6/2020;21/7/2020
17146;18/6/2020;4/9/2020
17147;11/8/2020;26/5/2020
17148;12/12/2020;7/8/2020
17149;30/10/2020;29/4/2020
17150;14/6/2020;16/5/2020
17151;5/8/2020;4/1/2020
17152;16/8/2020;10/9/2020
17153;21/12/2020;13/11/2020
17154;4/11/2020;2/9/2020
17155;16/2/2020;19/1/2020
17156;7/3/2020;16/5/2020
17157;26/3/2020;1/10/2020
17158;1/7/2020;6/2/2020
17159;29/2/2020;26/10/2020
17160;17/6/2020;23/2/2020
17161;13/5/2020;24/7/2020
17162;17/2/2020;16/6/2020
17163;8/3/2020;19/6/2020
17164;19/11/2020;3/8/2020
17165;3/6/2020;29/3/2020
17166;26/1/2020;6/3/2020
17167;20/1/2020;10/9/2020
17168;4/5/2020;21/7/2020
17169;29/9/2020;16/3/2020
17170;22/1/2020;13/5/2020
17171;21/1/2020;28/11/2020
17172;25/9/2020;20/11/2020
17173;28/3/2020;4/9/2020
17174;10/6/2020;27/4/2020
17175;4/8/2020;15/5/2020
17176;14/6/2020;25/8/2020
17177;21/11/2020;22/10/2020
17178;26/11/2020;1/8/2020
17179;21/3/2020;11/12/2020
17180;18/1/2020;5/5/2020
17181;6/10/2020;25/5/2020
17182;22/2/2020;20/9/2020
17183;22/9/2020;9/9/2020
17184;4/6/2020;8/9/2020
17185;20/5/2020;18/4/2020
17186;18/9/2020;23/9/2020
17187;2/12/2020;21/1/2020
17188;5/6/2020;16/4/2020
17189;4/2/2020;1/9/2020
17190;29/10/2020;16/9/2020
17191;8/7/2020;25/3/2020
17192;17/4/2020;2/6/2020
17193;13/10/2020;10/10/2020
17194;13/10/2020;31/10/2020
17195;16/3/2020;28/9/2020
17196;18/11/2020;1/5/2020
17197;23/6/2020;19/4/2020
17198;2/11/2020;22/11/2020
17199;17/5/2020;12/10/2020
17200;20/12/2020;25/11/2020
17201;13/12/2020;29/5/2020
17202;5/1/2020;24/7/2020
17203;4/4/2020;17/2/2020
17204;25/12/2020;7/7/2020
17205;12/1/2020;19/4/2020
17206;28/5/2020;4/2/2020
17207;30/1/2020;6/12/2020
17208;30/4/2020;6/5/2020
17209;13/11/2020;23/4/2020
17210;7/3/2020;11/9/2020
17211;27/4/2020;11/4/2020
17212;18/4/2020;31/3/2020
17213;13/11/2020;17/8/2020
17214;10/11/2020;4/6/2020
17215;6/6/2020;21/1/2020
17216;15/3/2020;2/8/2020
17217;8/9/2020;6/12/2020
17218;21/6/2020;28/4/2020
17219;27/7/2020;7/9/2020
17220;24/6/2020;3/2/2020
17221;19/9/2020;5/1/2020
17222;30/8/2020;29/1/2020
17223;10/6/2020;15/7/2020
17224;3/8/2020;30/11/2020
17225;23/3/2020;12/5/2020
17226;19/9/2020;24/10/2020
17227;13/6/2020;11/5/2020
17228;25/9/2020;24/10/2020
17229;17/6/2020;1/2/2020
17230;18/12/2020;14/4/2020
17231;23/2/2020;23/5/2020
17232;5/12/2020;15/8/2020
17233;16/1/2020;26/8/2020
17234;22/12/2020;10/3/2020
17235;20/7/2020;10/10/2020
17236;19/1/2020;1/5/2020
17237;15/4/2020;27/9/2020
17238;3/1/2020;25/11/2020
17239;22/2/2020;25/1/2020
17240;20/10/2020;27/12/2020
17241;26/7/2020;5/12/2020
17242;24/3/2020;27/12/2020
17243;28/8/2020;24/5/2020
17244;13/9/2020;14/7/2020
17245;24/6/2020;24/2/2020
17246;23/4/2020;24/4/2020
17247;26/2/2020;25/7/2020
17248;15/12/2020;30/11/2020
17249;19/8/2020;3/10/2020
17250;4/4/2020;7/12/2020
17251;23/10/2020;25/3/2020
17252;23/12/2020;24/11/2020
17253;21/2/2020;8/9/2020
17254;23/2/2020;12/6/2020
17255;1/1/2020;18/7/2020
17256;14/5/2020;17/11/2020
17257;15/2/2020;8/4/2020
17258;22/11/2020;15/1/2020
17259;10/11/2020;4/3/2020
17260;10/2/2020;15/10/2020
17261;19/5/2020;16/10/2020
17262;15/12/2020;22/8/2020
17263;20/4/2020;7/10/2020
17264;31/10/2020;23/10/2020
17265;24/12/2020;8/12/2020
17266;31/12/2020;18/6/2020
17267;30/3/2020;2/3/2020
17268;19/4/2020;5/9/2020
17269;13/7/2020;22/6/2020
17270;25/8/2020;23/12/2020
17271;3/2/2020;10/4/2020
17272;4/1/2020;27/2/2020
17273;19/10/2020;1/2/2020
17274;28/8/2020;21/7/2020
17275;2/1/2020;7/11/2020
17276;1/3/2020;21/1/2020
17277;14/6/2020;26/12/2020
17278;18/4/2020;7/7/2020
17279;1/4/2020;16/3/2020
17280;19/4/2020;12/6/2020
17281;6/3/2020;22/4/2020
17282;16/7/2020;5/10/2020
17283;4/4/2020;28/4/2020
17284;18/10/2020;19/5/2020
17285;7/6/2020;27/9/2020
17286;24/12/2020;20/9/2020
17287;1/8/2020;7/8/2020
17288;28/11/2020;21/6/2020
17289;9/1/2020;9/10/2020
17290;17/3/2020;6/2/2020
17291;14/8/2020;26/3/2020
17292;4/4/2020;27/3/2020
17293;15/10/2020;21/2/2020
17294;8/3/2020;20/5/2020
17295;2/6/2020;23/1/2020
17296;13/8/2020;8/4/2020
17297;7/6/2020;11/6/2020
17298;25/2/2020;20/5/2020
17299;4/9/2020;2/1/2020
17300;17/9/2020;19/4/2020
17301;24/9/2020;6/5/2020
17302;14/2/2020;6/2/2020
17303;5/11/2020;27/3/2020
17304;28/4/2020;16/10/2020
17305;20/12/2020;9/11/2020
17306;24/10/2020;5/3/2020
17307;29/3/2020;21/10/2020
17308;29/7/2020;1/12/2020
17309;31/1/2020;6/5/2020
17310;8/4/2020;14/12/2020
17311;27/9/2020;30/7/2020
17312;23/12/2020;16/9/2020
17313;28/7/2020;5/9/2020
17314;23/1/2020;7/11/2020
17315;15/1/2020;16/10/2020
17316;27/5/2020;6/3/2020
17317;28/9/2020;16/11/2020
17318;28/9/2020;24/12/2020
17319;12/7/2020;11/1/2020
17320;15/2/2020;17/5/2020
17321;10/8/2020;15/12/2020
17322;19/2/2020;25/12/2020
17323;8/1/2020;8/11/2020
17324;6/7/2020;6/7/2020
17325;17/12/2020;13/10/2020
17326;10/10/2020;8/1/2020
17327;3/6/2020;20/7/2020
17328;7/3/2020;17/4/2020
17329;27/7/2020;16/6/2020
17330;11/5/2020;9/6/2020
17331;14/3/2020;10/12/2020
17332;24/12/2020;14/4/2020
17333;6/8/2020;30/5/2020
17334;18/5/2020;17/5/2020
17335;5/3/2020;7/1/2020
17336;12/11/2020;17/11/2020
17337;30/8/2020;22/10/2020
17338;13/10/2020;20/4/2020
17339;11/8/2020;27/8/2020
17340;10/9/2020;15/1/2020
17341;14/10/2020;18/10/2020
17342;14/9/2020;11/11/2020
17343;28/4/2020;18/10/2020
17344;22/3/2020;18/11/2020
17345;7/12/2020;4/7/2020
17346;11/1/2020;18/9/2020
17347;9/10/2020;5/1/2020
17348;13/3/2020;24/10/2020
17349;27/12/2020;22/5/2020
17350;27/10/2020;13/9/2020
17351;30/8/2020;14/6/2020
17352;4/8/2020;9/3/2020
17353;7/8/2020;19/10/2020
17354;19/1/2020;16/2/2020
17355;17/4/2020;9/4/2020
17356;6/10/2020;7/5/2020
17357;26/6/2020;13/3/2020
17358;29/8/2020;23/6/2020
17359;20/8/2020;2/11/2020
17360;5/3/2020;14/4/2020
17361;11/3/2020;18/10/2020
17362;12/11/2020;27/3/2020
17363;10/12/2020;26/4/2020
17364;17/10/2020;21/8/2020
17365;7/7/2020;7/10/2020
17366;7/12/2020;13/4/2020
17367;2/2/2020;18/6/2020
17368;26/5/2020;23/12/2020
17369;10/10/2020;11/6/2020
17370;12/10/2020;15/7/2020
17371;16/3/2020;14/4/2020
17372;25/2/2020;24/3/2020
17373;18/12/2020;5/6/2020
17374;31/1/2020;12/8/2020
17375;11/7/2020;28/10/2020
17376;29/12/2020;18/7/2020
17377;19/8/2020;25/4/2020
17378;29/5/2020;10/3/2020
17379;14/8/2020;24/4/2020
17380;7/5/2020;5/10/2020
17381;14/5/2020;17/2/2020
17382;1/11/2020;14/1/2020
17383;5/1/2020;16/9/2020
17384;28/9/2020;17/1/2020
17385;30/7/2020;8/7/2020
17386;6/12/2020;4/9/2020
17387;18/8/2020;24/8/2020
17388;25/4/2020;7/5/2020
17389;14/3/2020;4/3/2020
17390;12/4/2020;26/3/2020
17391;21/8/2020;27/3/2020
17392;17/3/2020;29/10/2020
17393;5/9/2020;30/7/2020
17394;16/3/2020;20/7/2020
17395;24/8/2020;28/9/2020
17396;1/1/2020;19/7/2020
17397;24/10/2020;28/3/2020
17398;2/10/2020;2/7/2020
17399;8/10/2020;28/10/2020
17400;29/4/2020;24/3/2020
17401;27/5/2020;26/9/2020
17402;1/2/2020;22/8/2020
17403;8/12/2020;6/1/2020
17404;30/6/2020;11/9/2020
17405;31/5/2020;28/8/2020
17406;27/5/2020;20/9/2020
17407;22/6/2020;10/11/2020
17408;11/7/2020;14/1/2020
17409;11/11/2020;7/12/2020
17410;7/5/2020;26/5/2020
17411;24/10/2020;27/5/2020
17412;22/3/2020;26/10/2020
17413;10/12/2020;21/9/2020
17414;13/6/2020;29/3/2020
17415;8/12/2020;6/4/2020
17416;24/3/2020;28/4/2020
17417;2/7/2020;12/1/2020
17418;28/6/2020;2/1/2020
